,INSTNM,CITY,ZIP,LATITUDE,LONGITUDE
1663,Western Theological Seminary,Holland,49423-3622,42.786246000000006,-86.10324
1664,Wright Beauty Academy,Battle Creek,49015,42.308774,-85.19696
1665,Academy College,Bloomington,55431-1411,44.855722,-93.299809
1666,Alexandria Technical & Community College,Alexandria,56308,45.873107,-95.37236899999999
1667,American Indian OIC Inc,Minneapolis,55404-2221,44.961993,-93.246155
1668,Anoka Technical College,Anoka,55303,45.216709,-93.416087
1669,Anoka-Ramsey Community College,Coon Rapids,55433-3470,45.172978,-93.351697
1670,Augsburg University,Minneapolis,55454,44.966307,-93.240436
1671,Riverland Community College,Austin,55912-1473,43.676271,-92.995626
1672,Northwest Technical College,Bemidji,56601-4907,47.452652,-94.853974
1673,Bemidji State University,Bemidji,56601,47.482341,-94.874119
1674,Bethany Lutheran College,Mankato,56001,44.166649,-93.99080500000001
1675,Bethel University,Saint Paul,55112,45.057655,-93.161663
1676,Bethel Seminary-St Paul,Saint Paul,55112,45.060071,-93.16318000000001
1677,Central Lakes College-Brainerd,Brainerd,56401-3900,46.345863,-94.21426600000001
1678,Carleton College,Northfield,55057,44.462317999999996,-93.154666
1679,Concordia College at Moorhead,Moorhead,56562,46.862482,-96.76749000000001
1680,Concordia University-Saint Paul,Saint Paul,55104-5494,44.949759,-93.154861
1681,Dakota County Technical College,Rosemount,55068-2999,44.737255,-93.07805
1682,Martin Luther College,New Ulm,56073-3965,44.30526,-94.472326
1683,Lake Superior College,Duluth,55811-3399,46.78455,-92.145151
1684,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,46.785596000000005,-92.100581
1685,Minnesota State Community and Technical College,Fergus Falls,56537-1000,46.289194,-96.097321
1686,Minnesota West Community and Technical College,Granite Falls,56241,44.80755,-95.56172
1687,Gustavus Adolphus College,Saint Peter,56082-1498,44.323626000000004,-93.972196
1688,Hamline University,Saint Paul,55104-1284,44.966246000000005,-93.164479
1689,Hazelden Betty Ford Graduate School of Addiction Studies,Center City,55012-0011,45.375319,-92.805285
1690,Hennepin Technical College,Brooklyn Park,55445,45.096534000000005,-93.397759
1691,Hibbing Community College,Hibbing,55746,47.422360999999995,-92.92169799999999
1692,Aveda Institute-Minneapolis,Minneapolis,55414,44.987863,-93.253713
1693,Inver Hills Community College,Inver Grove Heights,55076-3224,44.828599,-93.055255
1694,Itasca Community College,Grand Rapids,55744-3397,47.241919,-93.49555
1695,Luther Seminary,Saint Paul,55108-1496,44.984629,-93.196422
1696,Macalester College,Saint Paul,55105-1899,44.938565000000004,-93.168053
1697,South Central College,North Mankato,56003-1920,44.174319,-94.047428
1698,Minnesota State University-Mankato,Mankato,56001,44.146712,-93.99945
1699,Mayo Clinic College of Medicine and Science,Rochester,55905,44.02215,-92.46642800000001
1700,Mesabi Range College,Virginia,55792,47.524561,-92.549092
1701,Metropolitan State University,Saint Paul,55106-5000,44.957256,-93.074361
1702,University of Minnesota-Twin Cities,Minneapolis,55455-0213,44.972851,-93.23546400000001
1703,University of Minnesota-Crookston,Crookston,56716-5001,47.802535999999996,-96.606188
1704,Minneapolis Business College,Roseville,55113-0000,45.006831,-93.173041
1705,Minneapolis College of Art and Design,Minneapolis,55404,44.956988,-93.27470500000001
1706,Minneapolis Community and Technical College,Minneapolis,55403-1779,44.972679,-93.28450699999999
1707,Herzing University-Minneapolis,St. Louis Park,55426,44.975225,-93.404863
1708,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,44.924692,-92.973998
1709,University of Minnesota-Duluth,Duluth,55812,46.817126,-92.084385
1710,University of Minnesota-Morris,Morris,56267,45.589775,-95.89972900000001
1711,Model College of Hair Design,Saint Cloud,56301-4332,45.55773,-94.159447
1712,Minnesota State University Moorhead,Moorhead,56563,46.867153,-96.759532
1713,North Hennepin Community College,Brooklyn Park,55445,45.106937,-93.37453599999999
1714,National American University-Roseville,Roseville,55113-4035,45.009443,-93.16265899999999
1715,Normandale Community College,Bloomington,55431-4399,44.829706,-93.331673
1716,North Central University,Minneapolis,55404-1391,44.968625,-93.261511
1717,Northland Community and Technical College,Thief River Falls,56701,48.124969,-96.162366
1718,University of Northwestern-St Paul,Saint Paul,55113-1598,45.033703,-93.167822
1719,Northwestern Health Sciences University,Bloomington,55431,44.850963,-93.311222
1720,Oak Hills Christian College,Bemidji,56601-8834,47.425836,-94.901503
1721,Pine Technical & Community College,Pine City,55063,45.818667,-92.968283
1722,Rainy River Community College,International Falls,56649-2160,48.590001,-93.43160300000001
1723,Rochester Community and Technical College,Rochester,55904-4999,44.014488,-92.42321
1724,College of Saint Benedict,Saint Joseph,56374,45.561792,-94.319888
1725,St Cloud Technical and Community College,Saint Cloud,56303-1240,45.579065,-94.175841
1726,Saint Cloud State University,Saint Cloud,56301-4498,45.553227,-94.15265699999999
1727,Saint Johns University,Collegeville,56321,45.580075,-94.393621
1728,Saint Mary's University of Minnesota,Winona,55987-1399,44.044736,-91.695449
1729,St Olaf College,Northfield,55057-1098,44.461529,-93.182039
1730,Crown College,Saint Bonifacius,55375-9001,44.885393,-93.74301899999999
1731,The College of Saint Scholastica,Duluth,55811-4199,46.816082,-92.106134
1732,University of St Thomas,Saint Paul,55105-1078,44.943439,-93.188986
1733,Empire Beauty School-Bloomington,Bloomington,55420-4232,44.827459999999995,-93.287367
1734,St Catherine University,Saint Paul,55105,44.924926,-93.183761
1735,Rasmussen College-Minnesota,St. Cloud,56301-3713,45.548117,-94.206254
1736,Saint Paul College,Saint Paul,55102-9808,44.949186,-93.109646
1737,Southwest Minnesota State University,Marshall,56258-5468,44.45373,-95.759548
1738,Summit Academy Opportunities Industrialization Center,Minneapolis,55405,44.983569,-93.292776
1739,United Theological Seminary of the Twin Cities,St. Paul,55114,44.962913,-93.203624
1740,Vermilion Community College,Ely,55731-1918,47.905184000000006,-91.837777
1741,Dunwoody College of Technology,Minneapolis,55403-1192,44.972809999999996,-93.29060799999999
1742,Ridgewater College,Willmar,56201,45.138313000000004,-95.07305
1743,Minnesota State College Southeast,Winona,55987,44.024553999999995,-91.618318
1744,Winona State University,Winona,55987-5838,44.046159,-91.643723
1745,Mitchell Hamline School of Law,Saint Paul,55105-3076,44.94202,-93.138224
1746,Century College,White Bear Lake,55110,45.041823,-92.982105
1747,Alcorn State University,Alcorn State,39096-7500,31.877215999999997,-91.142854
1748,Belhaven University,Jackson,39202,32.318415,-90.169228
1749,Blue Mountain College,Blue Mountain,38610-9509,34.672090000000004,-89.02924
1750,Chris Beauty College,Gulfport,39501,30.382294,-89.077391
1751,Coahoma Community College,Clarksdale,38614,34.254417,-90.568469
1752,Antonelli College-Jackson,Jackson,39206,32.380927,-90.149713
1753,Copiah-Lincoln Community College,Wesson,39191,31.69272,-90.400234
1754,Delta Beauty College,Greenville,38703,33.398819,-91.03670100000001
1755,Delta State University,Cleveland,38733,33.744745,-90.735365
1756,East Central Community College,Decatur,39327-0129,32.441164,-89.11370600000001
1757,East Mississippi Community College,Scooba,39358-0158,32.830246,-88.48351600000001
1758,Fosters Cosmetology College,Ripley,38663-0066,34.755677,-88.942133
1759,Academy of Hair Design-Grenada,Grenada,38901,33.775197999999996,-89.825313
1760,Hinds Community College,Raymond,39154,32.256109,-90.41611800000001
1761,Holmes Community College,Goodman,39079,32.969985,-89.915803
1762,Itawamba Community College,Fulton,38843-1099,34.276519,-88.41207299999999
1763,Jackson State University,Jackson,39217,32.296105,-90.20740500000001
1764,Jones County Junior College,Ellisville,39437,31.596936,-89.20089499999999
1765,Meridian Community College,Meridian,39307-5801,32.367354999999996,-88.732823
1766,Millsaps College,Jackson,39210-0001,32.322746,-90.179957
1767,Mississippi Delta Community College,Moorhead,38761,33.444906,-90.502053
1768,University of Mississippi,University,38677-1848,34.365528999999995,-89.53743399999999
1769,Mississippi University for Women,Columbus,39701,33.493305,-88.418601
1770,Mississippi Valley State University,Itta Bena,38941-1400,33.514142,-90.341274
1771,Mississippi College,Clinton,39058,32.335515,-90.329821
1772,Mississippi College of Beauty Culture,Laurel,39440,31.693315999999996,-89.135405
1773,Mississippi Gulf Coast Community College,Perkinston,39573,30.780784000000004,-89.14295200000001
1774,Mississippi State University,Mississippi State,39762,33.454852,-88.790139
1775,Northeast Mississippi Community College,Booneville,38829,34.668339,-88.562609
1776,Northwest Mississippi Community College,Senatobia,38668-1714,34.625532,-89.969525
1777,Pearl River Community College,Poplarville,39470,30.844322,-89.543052
1778,Rust College,Holly Springs,38635,34.776862,-89.446999
1779,Southeastern Baptist College,Laurel,39440-9989,31.748511999999998,-89.149373
1780,Southwest Mississippi Community College,Summit,39666-0000,31.295121,-90.44329499999999
1781,University of Southern Mississippi,Hattiesburg,39406-0001,31.32661,-89.331236
1782,Magnolia College of Cosmetology,Jackson,39206,32.359614,-90.151826
1783,Tougaloo College,Tougaloo,39174,32.403014,-90.16076
1784,Wesley Biblical Seminary,Ridgeland,39157-1920,32.400141999999995,-90.111379
1785,William Carey University,Hattiesburg,39401,31.305264,-89.291815
1786,Aquinas Institute of Theology,Saint Louis,63108-3323,38.634329,-90.23779499999999
1787,Avila University,Kansas City,64145-1698,38.91339,-94.591758
1788,Baptist Bible College,Springfield,65803-3498,37.239696,-93.284286
1789,House of Heavilin Beauty College-Blue Springs,Blue Springs,64014,38.997932,-94.272412
1790,Cox College,Springfield,65802-1917,37.225116,-93.290233
1791,Calvary University,Kansas City,64147-1341,38.839578,-94.547927
1792,Cape Girardeau Career and Technology Center,Cape Girardeau,63703-7511,37.274001,-89.565366
1793,Central Christian College of the Bible,Moberly,65270-1997,39.395963,-92.42725899999999
1794,Central Methodist University-College of Liberal Arts and Sciences,Fayette,65248-1198,39.150496999999994,-92.685253
1795,University of Central Missouri,Warrensburg,64093,38.759111,-93.73742800000001
1796,Grand River Technical School,Chillicothe,64601,39.798864,-93.559669
1797,Cleveland University-Kansas City,Overland Park,66210,38.932019,-94.679076
1798,Columbia Area Career Center,Columbia,65203-7199,38.903705,-92.33669
1799,Columbia College,Columbia,65216,38.957388,-92.32635400000001
1800,Conception Seminary College,Conception,64433-0502,40.24044,-94.68283100000001
1801,Concordia Seminary,Saint Louis,63105-3196,38.637181,-90.311324
1802,Cottey College,Nevada,64772,37.836127000000005,-94.37131099999999
1803,Covenant Theological Seminary,Saint Louis,63141-8609,38.643066,-90.451323
1804,Crowder College,Neosho,64850,36.814906,-94.368315
1805,Culver-Stockton College,Canton,63435-1299,40.128993,-91.529374
1806,Drury University,Springfield,65802-3791,37.219681,-93.286192
1807,East Central College,Union,63084,38.431845,-90.97809000000001
1808,Eden Theological Seminary,Webster Groves,63119-3192,38.592307,-90.345605
1809,Elaine Steven Beauty College,Saint Louis,63136-5618,38.761399,-90.278574
1810,Pinnacle Career Institute-South Kansas City,Kansas City,64137-1659,38.938334999999995,-94.529762
1811,Evangel University,Springfield,65802-2125,37.220956,-93.262614
1812,Fontbonne University,Saint Louis,63105-3098,38.642697,-90.315712
1813,Four Rivers Career Center,Washington,63090-4235,38.547707,-91.020914
1814,Ozarks Technical Community College,Springfield,65802,37.216479,-93.279985
1815,Hannibal-LaGrange University,Hannibal,63401,39.729015000000004,-91.39094
1816,Harris-Stowe State University,Saint Louis,63103-2136,38.631744,-90.224288
1817,House of Heavilin Beauty College-Kansas City,Kansas City,64110-2826,39.022905,-94.574262
1818,Summit Salon Academy Kansas City,Independence,64055,39.079093,-94.426462
1819,Jefferson College,Hillsboro,63050-2440,38.259889,-90.558954
1820,Paul Mitchell the School-Missouri Columbia,Columbia,65202,38.969221999999995,-92.310417
1821,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,63110,38.637165,-90.258772
1822,Kansas City Art Institute,Kansas City,64111-1874,39.046353,-94.58359399999999
1823,Kenrick Glennon Seminary,Saint Louis,63119-4399,38.584608,-90.324024
1824,A T Still University of Health Sciences,Kirksville,63501,40.193647999999996,-92.58918299999999
1825,Lake Career and Technical Center,Camdenton,65020,38.005502,-92.732943
1826,Lex La-Ray Technical Center,Lexington,64067-1525,39.173683000000004,-93.865563
1827,Lincoln University,Jefferson City,65101,38.564431,-92.166724
1828,Lindenwood University,Saint Charles,63301-1695,38.785425,-90.501286
1829,State Technical College of Missouri,Linn,65051-9607,38.467698999999996,-91.81425899999999
1830,Logan University,Chesterfield,63017,38.63133,-90.542333
1831,Metropolitan Community College-Kansas City,Kansas City,64111-2429,39.068668,-94.58966
1832,Lutheran School of Nursing,Saint Louis,63118-3909,38.590249,-90.226539
1833,Maryville University of Saint Louis,Saint Louis,63141-7299,38.644774,-90.50599799999999
1834,Merrell University of Beauty Arts and Science,Jefferson City,65109,38.571057,-92.198801
1835,Metro Business College-Cape Girardeau,Cape Girardeau,63701,37.333512,-89.573215
1836,Midwest Institute,Fenton,63026,38.544447,-90.436174
1837,Midwestern Baptist Theological Seminary,Kansas City,64118-4697,39.185691,-94.573185
1838,Mineral Area College,Park Hills,63601-1000,37.845199,-90.481847
1839,Missouri Baptist University,Saint Louis,63141-8698,38.641526,-90.462586
1840,Missouri Southern State University,Joplin,64801-1595,37.095155,-94.461689
1841,Missouri Valley College,Marshall,65340,39.108522,-93.19065400000001
1842,Missouri Western State University,Saint Joseph,64507,39.7575,-94.78564300000001
1843,University of Missouri-Columbia,Columbia,65211-1050,38.94531,-92.328843
1844,University of Missouri-Kansas City,Kansas City,64110,39.034178999999995,-94.58214100000001
1845,Missouri University of Science and Technology,Rolla,65409,37.953426,-91.775583
1846,University of Missouri-St Louis,Saint Louis,63121-4400,38.710312,-90.311091
1847,Moberly Area Community College,Moberly,65270-1304,39.418607,-92.45506400000001
1848,Hillyard Technical Center,Saint Joseph,64506-5102,39.768021999999995,-94.80872099999999
1849,Nazarene Theological Seminary,Kansas City,64131-1246,39.009265,-94.565781
1850,Neosho Beauty College,Neosho,64850-1525,36.870562,-94.368636
1851,Truman State University,Kirksville,63501-4221,40.188266999999996,-92.58165799999999
1852,Northwest Missouri State University,Maryville,64468-6001,40.351692,-94.883339
1853,Ozark Christian College,Joplin,64801,37.103172,-94.510622
1854,College of the Ozarks,Point Lookout,65726-0017,36.616019,-93.238174
1855,Park University,Parkville,64152-3795,39.189256,-94.679041
1856,Stevens-The Institute of Business & Arts,Saint Louis,63103,38.632917,-90.201157
1857,Poplar Bluff Technical Career Center,Poplar Bluff,63901-8960,36.793776,-90.450477
1858,Ranken Technical College,Saint Louis,63113-2811,38.653303,-90.248465
